#TYPE System.Management.Automation.PSCustomObject
"policyid","q_origin_key","name","uuid","srcintf","dstintf","srcaddr","dstaddr","internet-service","internet-service-id","internet-service-group","internet-service-custom","internet-service-custom-group","internet-service-src","internet-service-src-id","internet-service-src-group","internet-service-src-custom","internet-service-src-custom-group","reputation-minimum","reputation-direction","rtp-nat","rtp-addr","action","send-deny-packet","firewall-session-dirty","status","schedule","schedule-timeout","service","tos","tos-mask","tos-negate","anti-replay","tcp-session-without-syn","geoip-anycast","utm-status","inspection-mode","http-policy-redirect","ssh-policy-redirect","webproxy-profile","profile-type","profile-group","profile-protocol-options","ssl-ssh-profile","av-profile","webfilter-profile","dnsfilter-profile","emailfilter-profile","dlp-sensor","ips-sensor","application-list","voip-profile","icap-profile","cifs-profile","waf-profile","ssh-filter-profile","logtraffic","logtraffic-start","capture-packet","auto-asic-offload","np-acceleration","wanopt","wanopt-detection","wanopt-passive-opt","wanopt-profile","wanopt-peer","webcache","webcache-https","webproxy-forward-server","traffic-shaper","traffic-shaper-reverse","per-ip-shaper","application","app-category","url-category","app-group","nat","permit-any-host","permit-stun-host","fixedport","ippool","poolname","session-ttl","vlan-cos-fwd","vlan-cos-rev","inbound","outbound","natinbound","natoutbound","wccp","ntlm","ntlm-guest","ntlm-enabled-browsers","fsso","wsso","rsso","fsso-agent-for-ntlm","groups","users","fsso-groups","auth-path","disclaimer","email-collect","vpntunnel","natip","match-vip","match-vip-only","diffserv-forward","diffserv-reverse","diffservcode-forward","diffservcode-rev","tcp-mss-sender","tcp-mss-receiver","comments","label","global-label","auth-cert","auth-redirect-addr","redirect-url","identity-based-route","block-notification","custom-log-fields","replacemsg-override-group","srcaddr-negate","dstaddr-negate","service-negate","internet-service-negate","internet-service-src-negate","timeout-send-rst","captive-portal-exempt","ssl-mirror","ssl-mirror-intf","dsri","radius-mac-auth-bypass","delay-tcp-npu-session","vlan-filter"
"32","32","","48a51dd2-2af8-51e9-e8ae-10e5dd0c5033","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"33","33","","48a762a4-2af8-51e9-fb72-194c95d6a00d","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"34","34","","48a9a618-2af8-51e9-d170-580b33d0e122","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"84","84","","e989694c-3692-51e9-16be-93cc605c23ab","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","Clone of 83","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"35","35","","48abed9c-2af8-51e9-e244-351c47c2878c","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"36","36","","48b0cb0a-2af8-51e9-346e-330ae346cc30","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"37","37","","48b31b62-2af8-51e9-1d43-c50f0ab7079e","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"38","38","","48b56bb0-2af8-51e9-fc8d-a3289d626445","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"39","39","","48b7dc88-2af8-51e9-f75d-4c22756f7dba","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"41","41","","48bb9b7a-2af8-51e9-900a-2892a74f0e56","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"85","85","","f3af85be-3692-51e9-322d-a79df2d0367d","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","disable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","Clone of 84","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"42","42","","48be054a-2af8-51e9-efdd-db80b7e15371","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
"43","43","","48c04c6a-2af8-51e9-21cd-896880ecbbd1","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","System.Object[]","System.Object[]","System.Object[]","System.Object[]","0","destination","disable","System.Object[]","accept","disable","check-all","enable","always","disable","System.Object[]","0x00","0x00","disable","enable","disable","disable","disable","flow","disable","disable","","single","","default","no-inspection","","","","","","","","","","","","","utm","disable","disable","enable","enable","disable","active","default","","","disable","disable","","","","","System.Object[]","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","disable","disable","System.Object[]","0","255","255","disable","enable","disable","disable","disable","disable","disable","System.Object[]","enable","enable","disable","","System.Object[]","System.Object[]","System.Object[]","disable","disable","disable","","0.0.0.0 0.0.0.0","disable","disable","disable","disable","000000","000000","0","0","","","","","","","","disable","System.Object[]","","disable","disable","disable","disable","disable","disable","disable","disable","System.Object[]","disable","disable","disable",""
