name,distinguishedname
NB19446,"CN=NB19446,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18445,"CN=NB18445,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18448,"CN=NB18448,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19449,"CN=NB19449,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18474,"CN=NB18474,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18475,"CN=NB18475,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18476,"CN=NB18476,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18477,"CN=NB18477,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18491,"CN=NB18491,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18492,"CN=NB18492,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18484,"CN=NB18484,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18483,"CN=NB18483,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18485,"CN=NB18485,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18478,"CN=NB18478,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18479,"CN=NB18479,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18493,"CN=NB18493,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18494,"CN=NB18494,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18451,"CN=NB18451,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18452,"CN=NB18452,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18450,"CN=NB18450,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18487,"CN=NB18487,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB12900,"CN=NB12900,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18496,"CN=NB18496,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18499,"CN=NB18499,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19450,"CN=NB19450,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19638,"CN=NB19638,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
TABLET19639,"CN=TABLET19639,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
M12773,"CN=M12773,CN=Computers,DC=moorfields,DC=nhs,DC=uk"
NB19676,"CN=NB19676,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19852,"CN=NB19852,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19854,"CN=NB19854,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19853,"CN=NB19853,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19855,"CN=NB19855,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19863,"CN=NB19863,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19856,"CN=NB19856,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19857,"CN=NB19857,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19858,"CN=NB19858,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19864,"CN=NB19864,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19859,"CN=NB19859,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19871,"CN=NB19871,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19872,"CN=NB19872,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19873,"CN=NB19873,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19875,"CN=NB19875,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19876,"CN=NB19876,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19881,"CN=NB19881,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19886,"CN=NB19886,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19887,"CN=NB19887,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19888,"CN=NB19888,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19889,"CN=NB19889,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19891,"CN=NB19891,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19900,"CN=NB19900,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19893,"CN=NB19893,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19895,"CN=NB19895,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19896,"CN=NB19896,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18648,"CN=NB18648,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NBK12897,"CN=NBK12897,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18649,"CN=NB18649,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19898,"CN=NB19898,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19911,"CN=NB19911,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19912,"CN=NB19912,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19913,"CN=NB19913,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19919,"CN=NB19919,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
M019990,"CN=M019990,CN=Computers,DC=moorfields,DC=nhs,DC=uk"
NB19969,"CN=NB19969,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19994,"CN=NB19994,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19995,"CN=NB19995,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19998,"CN=NB19998,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19951,"CN=NB19951,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19952,"CN=NB19952,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NBK19265,"CN=NBK19265,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17755,"CN=NB17755,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17756,"CN=NB17756,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20034,"CN=NB20034,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20035,"CN=NB20035,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20037,"CN=NB20037,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20021,"CN=NB20021,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20028,"CN=NB20028,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20029,"CN=NB20029,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20064,"CN=NB20064,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20069,"CN=NB20069,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20072,"CN=NB20072,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20146,"CN=NB20146,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20149,"CN=NB20149,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20150,"CN=NB20150,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB19427,"CN=NB19427,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17336,"CN=NB17336,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17613,"CN=NB17613,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB13681,"CN=NB13681,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NBK14943,"CN=NBK14943,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20206,"CN=NB20206,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20207,"CN=NB20207,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20208,"CN=NB20208,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20154,"CN=NB20154,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20226,"CN=NB20226,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20156,"CN=NB20156,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20227,"CN=NB20227,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20158,"CN=NB20158,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20159,"CN=NB20159,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20161,"CN=NB20161,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20162,"CN=NB20162,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20164,"CN=NB20164,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20165,"CN=NB20165,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB17642,"CN=NB17642,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20166,"CN=NB20166,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB15741,"CN=NB15741,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20228,"CN=NB20228,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20229,"CN=NB20229,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB13727,"CN=NB13727,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20234,"CN=NB20234,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20235,"CN=NB20235,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20236,"CN=NB20236,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20237,"CN=NB20237,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20239,"CN=NB20239,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20242,"CN=NB20242,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
TB20253,"CN=TB20253,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20203,"CN=NB20203,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20202,"CN=NB20202,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20200,"CN=NB20200,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20198,"CN=NB20198,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20199,"CN=NB20199,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20192,"CN=NB20192,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20193,"CN=NB20193,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20194,"CN=NB20194,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20195,"CN=NB20195,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20197,"CN=NB20197,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20179,"CN=NB20179,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20180,"CN=NB20180,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20182,"CN=NB20182,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20181,"CN=NB20181,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20183,"CN=NB20183,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20184,"CN=NB20184,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20186,"CN=NB20186,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20185,"CN=NB20185,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20188,"CN=NB20188,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20187,"CN=NB20187,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20190,"CN=NB20190,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20448,"CN=NB20448,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20449,"CN=NB20449,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20451,"CN=NB20451,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20450,"CN=NB20450,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20452,"CN=NB20452,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB13807,"CN=NB13807,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20232,"CN=NB20232,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20495,"CN=NB20495,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB18127,"CN=NB18127,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20526,"CN=NB20526,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20527,"CN=NB20527,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20529,"CN=NB20529,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20531,"CN=NB20531,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20532,"CN=NB20532,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20544,"CN=NB20544,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20543,"CN=NB20543,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20648,"CN=NB20648,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20549,"CN=NB20549,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20563,"CN=NB20563,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20582,"CN=NB20582,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20585,"CN=NB20585,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20581,"CN=NB20581,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20561,"CN=NB20561,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20560,"CN=NB20560,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20558,"CN=NB20558,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20583,"CN=NB20583,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20579,"CN=NB20579,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20588,"CN=NB20588,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20587,"CN=NB20587,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20586,"CN=NB20586,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20590,"CN=NB20590,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20591,"CN=NB20591,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20592,"CN=NB20592,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20589,"CN=NB20589,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20580,"CN=NB20580,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20584,"CN=NB20584,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20594,"CN=NB20594,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20599,"CN=NB20599,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20598,"CN=NB20598,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20601,"CN=NB20601,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20596,"CN=NB20596,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20593,"CN=NB20593,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20597,"CN=NB20597,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20603,"CN=NB20603,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20602,"CN=NB20602,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20605,"CN=NB20605,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20604,"CN=NB20604,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20606,"CN=NB20606,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20611,"CN=NB20611,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20608,"CN=NB20608,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20609,"CN=NB20609,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20610,"CN=NB20610,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20612,"CN=NB20612,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20565,"CN=NB20565,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20157,"CN=NB20157,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20564,"CN=NB20564,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20613,"CN=NB20613,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20637,"CN=NB20637,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20566,"CN=NB20566,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20649,"CN=NB20649,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20639,"CN=NB20639,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20638,"CN=NB20638,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20614,"CN=NB20614,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20567,"CN=NB20567,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20642,"CN=NB20642,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20615,"CN=NB20615,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20616,"CN=NB20616,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20643,"CN=NB20643,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20645,"CN=NB20645,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20646,"CN=NB20646,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20569,"CN=NB20569,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20617,"CN=NB20617,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20573,"CN=NB20573,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20618,"CN=NB20618,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20572,"CN=NB20572,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20571,"CN=NB20571,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20619,"CN=NB20619,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20647,"CN=NB20647,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NBK18437,"CN=NBK18437,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20641,"CN=NB20641,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20622,"CN=NB20622,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20624,"CN=NB20624,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20623,"CN=NB20623,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20632,"CN=NB20632,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20634,"CN=NB20634,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20635,"CN=NB20635,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20636,"CN=NB20636,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20730,"CN=NB20730,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20709,"CN=NB20709,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20652,"CN=NB20652,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20950,"CN=NB20950,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20712,"CN=NB20712,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20713,"CN=NB20713,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20958,"CN=NB20958,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20960,"CN=NB20960,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
M020328,"CN=M020328,CN=Computers,DC=moorfields,DC=nhs,DC=uk"
NB20961,"CN=NB20961,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
M020338,"CN=M020338,CN=Computers,DC=moorfields,DC=nhs,DC=uk"
TB20972,"CN=TB20972,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
TB20979,"CN=TB20979,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
TB20978,"CN=TB20978,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20498,"CN=NB20498,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20499,"CN=NB20499,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20501,"CN=NB20501,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20503,"CN=NB20503,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20996,"CN=NB20996,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21031,"CN=NB21031,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20508,"CN=NB20508,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21062,"CN=NB21062,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20510,"CN=NB20510,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21069,"CN=NB21069,OU=FortiClient-Test,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20548,"CN=NB20548,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20509,"CN=NB20509,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20512,"CN=NB20512,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20513,"CN=NB20513,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20519,"CN=NB20519,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20518,"CN=NB20518,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20521,"CN=NB20521,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB15954,"CN=NB15954,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB16812,"CN=NB16812,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21103,"CN=NB21103,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21104,"CN=NB21104,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21105,"CN=NB21105,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21106,"CN=NB21106,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21113,"CN=NB21113,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21115,"CN=NB21115,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21114,"CN=NB21114,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21109,"CN=NB21109,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21118,"CN=NB21118,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21117,"CN=NB21117,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21116,"CN=NB21116,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21153,"CN=NB21153,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21155,"CN=NB21155,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21156,"CN=NB21156,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NBK20651,"CN=NBK20651,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21169,"CN=NB21169,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20522,"CN=NB20522,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21170,"CN=NB21170,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21222,"CN=NB21222,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21223,"CN=NB21223,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21225,"CN=NB21225,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21295,"CN=NB21295,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21293,"CN=NB21293,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21294,"CN=NB21294,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21299,"CN=NB21299,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21298,"CN=NB21298,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21300,"CN=NB21300,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21302,"CN=NB21302,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21301,"CN=NB21301,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21309,"CN=NB21309,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21311,"CN=NB21311,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21310,"CN=NB21310,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21315,"CN=NB21315,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21313,"CN=NB21313,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21312,"CN=NB21312,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21314,"CN=NB21314,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21189,"CN=NB21189,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
TB20986,"CN=TB20986,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB13628,"CN=NB13628,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB12935,"CN=NB12935,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21347,"CN=NB21347,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21366,"CN=NB21366,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21364,"CN=NB21364,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB13627,"CN=NB13627,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21381,"CN=NB21381,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB12161,"CN=NB12161,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB12413,"CN=NB12413,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21576,"CN=NB21576,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21578,"CN=NB21578,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB20520,"CN=NB20520,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21590,"CN=NB21590,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21591,"CN=NB21591,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21582,"CN=NB21582,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21596,"CN=NB21596,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21597,"CN=NB21597,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21602,"CN=NB21602,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21603,"CN=NB21603,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21606,"CN=NB21606,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
NB21608,"CN=NB21608,OU=Laptops,DC=moorfields,DC=nhs,DC=uk"
