"TimeCreated","User","ServerName","Resource","Action"
"27/11/2021 11:46:20","CITY_ROAD\CUNNINGHAME","MEHGW-02","rds","logon"
"27/11/2021 11:46:18","CITY_ROAD\CUNNINGHAME","MEHGW-02","rds","logoff"
"27/11/2021 11:46:12","CITY_ROAD\CUNNINGHAME","MEHGW-02","rds","logon"
"27/11/2021 11:46:05","CITY_ROAD\CUNNINGHAME","MEHGW-02","rds","logoff"
"27/11/2021 11:45:44","CITY_ROAD\CUNNINGHAME","MEHGW-02","rds","logon"
"27/11/2021 11:44:38","CITY_ROAD\VIJJANK","MEHGW-02","rds","logon"
"27/11/2021 11:44:38","CITY_ROAD\VIJJANK","MEHGW-02","rds","logoff"
"27/11/2021 11:44:36","CITY_ROAD\VIJJANK","MEHGW-02","rds","logon"
"27/11/2021 11:18:49","CITY_ROAD\FASOLOS","MEHGW-02","m016643.moorfields.nhs.uk","logoff"
"27/11/2021 11:06:21","CITY_ROAD\PavesioS","MEHGW-01","rds","logon"
"27/11/2021 11:02:21","CITY_ROAD\AcresS","MEHGW-01","rds","logoff"
"27/11/2021 11:00:03","CITY_ROAD\AcresS","MEHGW-01","rds","logon"
"27/11/2021 11:00:03","CITY_ROAD\AcresS","MEHGW-01","rds","logoff"
"27/11/2021 10:59:43","CITY_ROAD\AcresS","MEHGW-01","rds","logon"
"27/11/2021 10:58:00","CITY_ROAD\Martin-GutierrezM","MEHGW-01","rds","logoff"
"27/11/2021 10:42:00","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logoff"
"27/11/2021 10:35:49","CITY_ROAD\FASOLOS","MEHGW-02","m016643.moorfields.nhs.uk","logon"
"27/11/2021 10:30:05","CITY_ROAD\FASOLOS","MEHGW-01","m016643.moorfields.nhs.uk","logoff"
"27/11/2021 10:28:34","CITY_ROAD\FRAINK","MEHGW-02","rds","logon"
"27/11/2021 10:28:05","CITY_ROAD\FRAINK","MEHGW-02","rds","logoff"
"27/11/2021 10:27:58","CITY_ROAD\FRAINK","MEHGW-02","rds","logon"
"27/11/2021 10:27:51","CITY_ROAD\FASOLOS","MEHGW-01","m016643.moorfields.nhs.uk","logon"
"27/11/2021 10:26:48","CITY_ROAD\JAYCOCKSL","MEHGW-01","rds","logoff"
"27/11/2021 10:24:26","CITY_ROAD\CalcagniA","MEHGW-02","rds","logoff"
"27/11/2021 10:23:46","CITY_ROAD\CalcagniA","MEHGW-02","rds","logon"
"27/11/2021 10:23:39","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logon"
"27/11/2021 10:23:26","CITY_ROAD\CalcagniA","MEHGW-01","rds","logoff"
"27/11/2021 10:23:24","CITY_ROAD\CalcagniA","MEHGW-02","M015457","logoff"
"27/11/2021 10:12:27","CITY_ROAD\KATZM","MEHGW-02","M015512","logon"
"27/11/2021 10:12:27","CITY_ROAD\KATZM","MEHGW-02","M015512","logoff"
"27/11/2021 10:12:21","CITY_ROAD\KATZM","MEHGW-02","M015512","logon"
"27/11/2021 10:10:11","CITY_ROAD\JANIJ","MEHGW-02","rds","logoff"
"27/11/2021 10:09:10","CITY_ROAD\ENAHORON","MEHGW-02","rds","logoff"
"27/11/2021 10:03:33","CITY_ROAD\CalcagniA","MEHGW-02","M015457","logon"
"27/11/2021 10:03:03","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logoff"
"27/11/2021 10:00:28","CITY_ROAD\ROBSONA1","MEHGW-02","m017589","logoff"
"27/11/2021 09:56:45","CITY_ROAD\KUMARK2","MEHGW-01","rds","logon"
"27/11/2021 09:56:07","CITY_ROAD\KUMARK2","MEHGW-01","rds","logoff"
"27/11/2021 09:55:42","CITY_ROAD\KUMARK2","MEHGW-01","rds","logon"
"27/11/2021 09:51:02","CITY_ROAD\GAULDT","MEHGW-01","rds","logoff"
"27/11/2021 09:44:49","CITY_ROAD\Martin-GutierrezM","MEHGW-01","rds","logon"
"27/11/2021 09:44:49","CITY_ROAD\Martin-GutierrezM","MEHGW-01","rds","logoff"
"27/11/2021 09:44:40","CITY_ROAD\Martin-GutierrezM","MEHGW-01","rds","logon"
"27/11/2021 09:36:30","CITY_ROAD\GAULDT","MEHGW-01","rds","logon"
"27/11/2021 09:36:30","CITY_ROAD\GAULDT","MEHGW-01","rds","logoff"
"27/11/2021 09:36:20","CITY_ROAD\OKEREO","MEHGW-02","rds","logon"
"27/11/2021 09:36:20","CITY_ROAD\OKEREO","MEHGW-02","rds","logoff"
"27/11/2021 09:36:16","CITY_ROAD\OKEREO","MEHGW-02","rds","logon"
"27/11/2021 09:36:07","CITY_ROAD\GAULDT","MEHGW-01","rds","logon"
"27/11/2021 09:29:19","CITY_ROAD\ENAHORON","MEHGW-02","rds","logon"
"27/11/2021 09:28:28","CITY_ROAD\ENAHORON","MEHGW-02","rds","logoff"
"27/11/2021 09:28:04","CITY_ROAD\ENAHORON","MEHGW-02","rds","logon"
"27/11/2021 09:25:50","CITY_ROAD\JANIJ","MEHGW-02","rds","logon"
"27/11/2021 09:25:20","CITY_ROAD\JANIJ","MEHGW-02","rds","logoff"
"27/11/2021 09:24:57","CITY_ROAD\JANIJ","MEHGW-02","rds","logon"
"27/11/2021 09:12:36","CITY_ROAD\LogeswaranA","MEHGW-02","rds","logoff"
"27/11/2021 09:07:24","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logoff"
"27/11/2021 09:07:23","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logon"
"27/11/2021 09:07:02","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logoff"
"27/11/2021 09:06:57","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logon"
"27/11/2021 09:06:34","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logoff"
"27/11/2021 09:06:18","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logon"
"27/11/2021 09:05:50","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logoff"
"27/11/2021 09:05:39","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logon"
"27/11/2021 09:05:07","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logoff"
"27/11/2021 09:04:46","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logon"
"27/11/2021 08:56:21","CITY_ROAD\ARTHURJ","MEHGW-02","rds","logon"
"27/11/2021 08:55:34","CITY_ROAD\ARTHURJ","MEHGW-02","rds","logoff"
"27/11/2021 08:55:08","CITY_ROAD\ARTHURJ","MEHGW-02","rds","logon"
"27/11/2021 08:51:40","CITY_ROAD\LogeswaranA","MEHGW-02","rds","logon"
"27/11/2021 08:51:24","CITY_ROAD\LogeswaranA","MEHGW-02","rds","logoff"
"27/11/2021 08:51:00","CITY_ROAD\LogeswaranA","MEHGW-02","rds","logon"
"27/11/2021 08:32:34","CITY_ROAD\ROBSONA1","MEHGW-02","m017589","logon"
"27/11/2021 08:24:12","CITY_ROAD\CalcagniA","MEHGW-01","rds","logon"
"27/11/2021 08:23:59","CITY_ROAD\CalcagniA","MEHGW-01","rds","logoff"
"27/11/2021 08:23:54","CITY_ROAD\CalcagniA","MEHGW-01","rds","logon"
"27/11/2021 08:23:29","CITY_ROAD\CalcagniA","MEHGW-01","rds","logoff"
"27/11/2021 08:23:04","CITY_ROAD\CalcagniA","MEHGW-01","rds","logon"
"27/11/2021 08:21:42","CITY_ROAD\LogeswaranA","MEHGW-01","rds","logoff"
"27/11/2021 08:14:28","CITY_ROAD\LogeswaranA","MEHGW-01","rds","logon"
"27/11/2021 08:14:12","CITY_ROAD\LogeswaranA","MEHGW-01","rds","logoff"
"27/11/2021 08:14:06","CITY_ROAD\LogeswaranA","MEHGW-01","rds","logon"
"27/11/2021 08:13:56","CITY_ROAD\LogeswaranA","MEHGW-01","rds","logoff"
"27/11/2021 08:13:33","CITY_ROAD\LogeswaranA","MEHGW-01","rds","logon"
"27/11/2021 08:05:57","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logon"
"27/11/2021 08:05:30","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logoff"
"27/11/2021 08:05:24","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logon"
"27/11/2021 08:05:05","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logoff"
"27/11/2021 08:04:40","CITY_ROAD\CalcagniA","MEHGW-01","M015457","logon"
"27/11/2021 07:48:17","CITY_ROAD\JAYCOCKSL","MEHGW-01","rds","logon"
"27/11/2021 07:48:00","CITY_ROAD\JAYCOCKSL","MEHGW-01","rds","logoff"
"27/11/2021 07:47:54","CITY_ROAD\JAYCOCKSL","MEHGW-01","rds","logon"
"27/11/2021 07:20:45","CITY_ROAD\JADEJAK","MEHGW-02","rds","logoff"
"27/11/2021 06:14:13","CITY_ROAD\JADEJAK","MEHGW-02","rds","logon"
"27/11/2021 06:13:56","CITY_ROAD\JADEJAK","MEHGW-02","rds","logoff"
"27/11/2021 06:13:30","CITY_ROAD\JADEJAK","MEHGW-02","rds","logon"
"27/11/2021 05:18:04","CITY_ROAD\TRIBUNALC","MEHGW-02","M015158","logoff"
"27/11/2021 04:19:43","CITY_ROAD\TRIBUNALC","MEHGW-02","M015158","logon"
"27/11/2021 04:19:43","CITY_ROAD\TRIBUNALC","MEHGW-02","M015158","logoff"
"27/11/2021 04:19:21","CITY_ROAD\TRIBUNALC","MEHGW-02","M015158","logon"
"27/11/2021 03:39:23","CITY_ROAD\KATZM","MEHGW-02","M015512","logoff"
"27/11/2021 03:37:08","CITY_ROAD\KATZM","MEHGW-02","M015512","logon"
"27/11/2021 00:23:38","CITY_ROAD\MECHATR","MEHGW-01","m020310","logoff"
"27/11/2021 00:21:21","CITY_ROAD\MECHATR","MEHGW-02","rds","logoff"
"26/11/2021 23:38:32","CITY_ROAD\RICHARDSM","MEHGW-02","rds","logoff"
"26/11/2021 23:38:10","CITY_ROAD\RICHARDSM","MEHGW-02","rds","logon"
"26/11/2021 23:37:51","CITY_ROAD\RICHARDSM","MEHGW-02","rds","logoff"
"26/11/2021 23:37:25","CITY_ROAD\RICHARDSM","MEHGW-02","rds","logon"
"26/11/2021 23:30:45","CITY_ROAD\GILLS","MEHGW-02","m016815","logon"
"26/11/2021 23:30:45","CITY_ROAD\GILLS","MEHGW-02","m016815","logoff"
"26/11/2021 23:30:09","CITY_ROAD\GILLS","MEHGW-02","m016815","logon"
"26/11/2021 23:25:12","CITY_ROAD\RANGINENIA","MEHGW-01","rds","logoff"
"26/11/2021 23:10:12","CITY_ROAD\TRIBUNALC","MEHGW-01","M015158","logoff"
"26/11/2021 22:09:12","CITY_ROAD\YeungI","MEHGW-01","rds","logoff"
"26/11/2021 22:08:44","CITY_ROAD\ROBSONA1","MEHGW-01","m017589","logoff"
"26/11/2021 21:56:59","CITY_ROAD\REDDYA2","MEHGW-01","rds","logoff"
"26/11/2021 21:53:41","CITY_ROAD\REDDYA2","MEHGW-01","rds","logon"
"26/11/2021 21:53:41","CITY_ROAD\REDDYA2","MEHGW-01","rds","logoff"
"26/11/2021 21:53:39","CITY_ROAD\REDDYA2","MEHGW-01","rds","logon"
"26/11/2021 21:41:31","CITY_ROAD\RANGINENIA","MEHGW-01","rds","logon"
"26/11/2021 21:41:08","CITY_ROAD\RANGINENIA","MEHGW-01","rds","logoff"
"26/11/2021 21:40:44","CITY_ROAD\RANGINENIA","MEHGW-01","rds","logon"
"26/11/2021 21:27:33","CITY_ROAD\OKEREO","MEHGW-01","rds","logoff"
"26/11/2021 21:20:03","CITY_ROAD\OKEREO","MEHGW-01","rds","logon"
"26/11/2021 21:20:03","CITY_ROAD\OKEREO","MEHGW-01","rds","logoff"
"26/11/2021 21:20:00","CITY_ROAD\OKEREO","MEHGW-01","rds","logon"
"26/11/2021 21:19:49","CITY_ROAD\OKEREO","MEHGW-01","rds","logoff"
"26/11/2021 21:19:46","CITY_ROAD\OKEREO","MEHGW-01","rds","logon"
"26/11/2021 21:19:37","CITY_ROAD\TSAIW","MEHGW-01","rds","logoff"
"26/11/2021 21:11:57","CITY_ROAD\LouwV","MEHGW-01","MEHIMGDW","logoff"
"26/11/2021 21:08:10","CITY_ROAD\LaneR","MEHGW-02","rds","logoff"
"26/11/2021 21:00:51","CITY_ROAD\ROBSONA1","MEHGW-01","m017589","logon"
"26/11/2021 20:40:08","CITY_ROAD\KeaneD","MEHGW-01","rds","logoff"
"26/11/2021 20:16:52","CITY_ROAD\YeungI","MEHGW-01","rds","logon"
"26/11/2021 20:16:52","CITY_ROAD\YeungI","MEHGW-01","rds","logoff"
"26/11/2021 20:16:23","CITY_ROAD\YeungI","MEHGW-01","rds","logon"
"26/11/2021 20:15:35","CITY_ROAD\AddisonP","MEHGW-01","rds","logoff"
"26/11/2021 20:14:51","CITY_ROAD\AddisonP","MEHGW-01","rds","logon"
"26/11/2021 20:14:19","CITY_ROAD\HammerA","MEHGW-02","rds","logoff"
"26/11/2021 20:13:03","CITY_ROAD\TRIBUNALC","MEHGW-01","M015158","logon"
"26/11/2021 20:13:03","CITY_ROAD\TRIBUNALC","MEHGW-01","M015158","logoff"
"26/11/2021 20:12:40","CITY_ROAD\TRIBUNALC","MEHGW-01","M015158","logon"
"26/11/2021 20:11:42","CITY_ROAD\AddisonL","MEHGW-01","rds","logoff"
"26/11/2021 20:03:24","CITY_ROAD\STEWARTJ","MEHGW-02","rds","logoff"
"26/11/2021 20:00:33","CITY_ROAD\CUNNINGHAME","MEHGW-01","rds","logoff"
"26/11/2021 19:56:44","CITY_ROAD\HammerA","MEHGW-02","rds","logon"
"26/11/2021 19:56:23","CITY_ROAD\HammerA","MEHGW-02","rds","logoff"
"26/11/2021 19:56:03","CITY_ROAD\HammerA","MEHGW-02","rds","logon"
"26/11/2021 19:40:07","CITY_ROAD\HussainR","MEHGW-01","rds","logoff"
"26/11/2021 19:33:54","CITY_ROAD\KATZM","MEHGW-02","M015512","logoff"
"26/11/2021 19:24:58","CITY_ROAD\ShielsF","MEHGW-02","rds","logoff"
"26/11/2021 19:24:30","CITY_ROAD\TSAIW","MEHGW-01","rds","logon"
"26/11/2021 19:24:15","CITY_ROAD\ShielsF","MEHGW-02","rds","logon"
"26/11/2021 19:24:15","CITY_ROAD\TSAIW","MEHGW-01","rds","logoff"
"26/11/2021 19:23:50","CITY_ROAD\TSAIW","MEHGW-01","rds","logon"
"26/11/2021 19:20:16","CITY_ROAD\LeakC","MEHGW-02","rds","logoff"
"26/11/2021 19:16:48","CITY_ROAD\BARRYI","MEHGW-01","M020432","logoff"
"26/11/2021 19:15:29","CITY_ROAD\TothM","MEHGW-01","rds","logoff"
"26/11/2021 19:06:42","CITY_ROAD\SarkodieA","MEHGW-02","rds","logoff"
"26/11/2021 19:06:39","CITY_ROAD\SarkodieA","MEHGW-02","rds","logon"
"26/11/2021 19:00:15","CITY_ROAD\OGUNBOWALEL","MEHGW-01","rds","logoff"
"26/11/2021 18:58:32","CITY_ROAD\FosterS","MEHGW-02","rds","logoff"
"26/11/2021 18:57:03","CITY_ROAD\ADANK","MEHGW-02","rds","logoff"
"26/11/2021 18:47:28","CITY_ROAD\MEALEYS","MEHGW-01","rds","logoff"
"26/11/2021 18:46:46","CITY_ROAD\PALMER-ANSCOMBC","MEHGW-02","rds","logoff"
"26/11/2021 18:40:14","CITY_ROAD\AddisonL","MEHGW-01","rds","logon"
"26/11/2021 18:39:51","CITY_ROAD\AddisonL","MEHGW-01","rds","logoff"
"26/11/2021 18:39:42","CITY_ROAD\AddisonL","MEHGW-01","rds","logon"
"26/11/2021 18:29:04","CITY_ROAD\JAYCOCKSL","MEHGW-02","rds","logoff"
"26/11/2021 18:28:46","CITY_ROAD\GilbertM","MEHGW-02","rds","logoff"
"26/11/2021 18:17:24","CITY_ROAD\TSAIW","MEHGW-01","rds","logoff"
"26/11/2021 18:16:40","CITY_ROAD\TSAIW","MEHGW-01","rds","logon"
"26/11/2021 18:12:47","CITY_ROAD\ARTHURJ","MEHGW-01","rds","logoff"
"26/11/2021 18:03:15","CITY_ROAD\SarkodieA","MEHGW-02","rds","logoff"
"26/11/2021 18:03:11","CITY_ROAD\SarkodieA","MEHGW-02","rds","logon"
"26/11/2021 18:02:25","CITY_ROAD\CalcagniA","MEHGW-02","M015457","logoff"
"26/11/2021 17:59:59","CITY_ROAD\SarkodieA","MEHGW-02","rds","logoff"
"26/11/2021 17:59:55","CITY_ROAD\SarkodieA","MEHGW-02","rds","logon"
"26/11/2021 17:56:26","CITY_ROAD\SarkodieA","MEHGW-01","rds","logoff"
"26/11/2021 17:56:24","CITY_ROAD\SarkodieA","MEHGW-01","rds","logon"
"26/11/2021 17:56:05","CITY_ROAD\SarkodieA","MEHGW-01","rds","logoff"
"26/11/2021 17:56:01","CITY_ROAD\SarkodieA","MEHGW-01","rds","logon"
"26/11/2021 17:55:59","CITY_ROAD\TothM","MEHGW-01","rds","logon"
"26/11/2021 17:55:43","CITY_ROAD\TothM","MEHGW-01","rds","logoff"
"26/11/2021 17:55:38","CITY_ROAD\TothM","MEHGW-01","rds","logon"
"26/11/2021 17:53:59","CITY_ROAD\KhanY","MEHGW-01","rds","logoff"
"26/11/2021 17:53:21","CITY_ROAD\HASHEMS","MEHGW-01","rds","logoff"
"26/11/2021 17:52:44","CITY_ROAD\HASHEMS","MEHGW-01","rds","logon"
"26/11/2021 17:49:39","CITY_ROAD\ShielsF","MEHGW-02","rds","logoff"
"26/11/2021 17:41:16","CITY_ROAD\STEWARTJ","MEHGW-02","rds","logon"
"26/11/2021 17:40:48","CITY_ROAD\STEWARTJ","MEHGW-02","rds","logoff"
"26/11/2021 17:40:24","CITY_ROAD\STEWARTJ","MEHGW-02","rds","logon"
"26/11/2021 17:39:50","CITY_ROAD\CHIUF","MEHGW-01","rds","logoff"
"26/11/2021 17:35:44","CITY_ROAD\JAYCOCKSL","MEHGW-02","rds","logon"
"26/11/2021 17:35:26","CITY_ROAD\JAYCOCKSL","MEHGW-02","rds","logoff"
"26/11/2021 17:35:22","CITY_ROAD\JAYCOCKSL","MEHGW-02","rds","logon"
"26/11/2021 17:35:19","CITY_ROAD\JAYCOCKSL","MEHGW-02","rds","logoff"
"26/11/2021 17:35:13","CITY_ROAD\JAYCOCKSL","MEHGW-02","rds","logon"
"26/11/2021 17:31:06","CITY_ROAD\YeungI","MEHGW-01","rds","logoff"
"26/11/2021 17:29:29","CITY_ROAD\JANIJ","MEHGW-02","rds","logoff"
"26/11/2021 17:20:51","CITY_ROAD\TSAIW","MEHGW-02","rds","logoff"
"26/11/2021 17:19:40","CITY_ROAD\CHIUF","MEHGW-01","rds","logon"
"26/11/2021 17:19:40","CITY_ROAD\CHIUF","MEHGW-01","rds","logoff"
"26/11/2021 17:19:37","CITY_ROAD\CHIUF","MEHGW-01","rds","logon"
"26/11/2021 17:19:16","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logoff"
"26/11/2021 17:19:12","CITY_ROAD\PavesioS","MEHGW-01","rds","logoff"
"26/11/2021 17:19:05","CITY_ROAD\PavesioS","MEHGW-01","rds","logon"
"26/11/2021 17:18:58","CITY_ROAD\JOHNSONE","MEHGW-02","rds","logoff"
"26/11/2021 17:15:53","CITY_ROAD\CHIUF","MEHGW-02","rds","logoff"
"26/11/2021 17:15:42","CITY_ROAD\MooreJ2","MEHGW-01","rds","logoff"
"26/11/2021 17:11:29","CITY_ROAD\FORRESTERR","MEHGW-02","rds","logoff"
"26/11/2021 17:07:50","CITY_ROAD\STAFFORDM","MEHGW-02","rds","logoff"
"26/11/2021 17:06:26","CITY_ROAD\HussainR","MEHGW-01","rds","logon"
"26/11/2021 17:05:59","CITY_ROAD\FuruglyasovaL","MEHGW-02","rds","logoff"
"26/11/2021 17:04:33","CITY_ROAD\HancoxJ","MEHGW-02","rds","logoff"
"26/11/2021 17:01:55","CITY_ROAD\RajeT","MEHGW-02","rds","logoff"
"26/11/2021 17:00:33","CITY_ROAD\PATHMANATHANN2","MEHGW-01","rds","logoff"
"26/11/2021 17:00:02","CITY_ROAD\PavesioS","MEHGW-01","rds","logoff"
"26/11/2021 16:59:54","CITY_ROAD\KhanO","MEHGW-01","rds","logoff"
"26/11/2021 16:59:43","CITY_ROAD\ReetunT","MEHGW-01","rds","logoff"
"26/11/2021 16:59:40","CITY_ROAD\PavesioS","MEHGW-01","rds","logon"
"26/11/2021 16:58:14","CITY_ROAD\AddisonP","MEHGW-02","rds","logoff"
"26/11/2021 16:57:14","CITY_ROAD\LeakC","MEHGW-02","rds","logon"
"26/11/2021 16:57:14","CITY_ROAD\LeakC","MEHGW-02","rds","logoff"
"26/11/2021 16:57:01","CITY_ROAD\LeakC","MEHGW-02","rds","logon"
"26/11/2021 16:51:51","CITY_ROAD\CollinsP","MEHGW-02","rds","logoff"
"26/11/2021 16:50:57","CITY_ROAD\LAKHANIS","MEHGW-01","rds","logoff"
"26/11/2021 16:48:41","CITY_ROAD\CalcagniA","MEHGW-02","M015457","logon"
"26/11/2021 16:48:24","CITY_ROAD\CalcagniA","MEHGW-02","M015457","logoff"
"26/11/2021 16:47:58","CITY_ROAD\CalcagniA","MEHGW-02","M015457","logon"
"26/11/2021 16:47:31","CITY_ROAD\REIST","MEHGW-02","rds","logoff"
"26/11/2021 16:44:32","CITY_ROAD\AddisonP","MEHGW-02","rds","logon"
"26/11/2021 16:42:22","CITY_ROAD\HOLASR","MEHGW-02","rds","logoff"
"26/11/2021 16:41:30","CITY_ROAD\BaronD","MEHGW-01","rds","logoff"
"26/11/2021 16:36:55","CITY_ROAD\AddisonP","MEHGW-02","rds","logoff"
"26/11/2021 16:36:46","CITY_ROAD\AddisonP","MEHGW-02","rds","logon"
"26/11/2021 16:36:34","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logoff"
"26/11/2021 16:31:42","CITY_ROAD\RAMOSW","MEHGW-01","rds","logoff"
"26/11/2021 16:31:22","CITY_ROAD\CARMICHAELS","MEHGW-01","rds","logoff"
"26/11/2021 16:31:15","CITY_ROAD\FosterS","MEHGW-02","rds","logon"
"26/11/2021 16:31:14","CITY_ROAD\FosterS","MEHGW-02","rds","logoff"
"26/11/2021 16:31:09","CITY_ROAD\FosterS","MEHGW-02","rds","logon"
"26/11/2021 16:30:09","CITY_ROAD\SayadianG","MEHGW-02","rds","logoff"
"26/11/2021 16:29:46","CITY_ROAD\RamerezD","MEHGW-01","rds","logoff"
"26/11/2021 16:29:43","CITY_ROAD\RamosS","MEHGW-01","rds","logoff"
"26/11/2021 16:27:37","CITY_ROAD\REIST","MEHGW-02","rds","logon"
"26/11/2021 16:24:13","CITY_ROAD\BaronD","MEHGW-01","rds","logon"
"26/11/2021 16:24:01","CITY_ROAD\BaronD","MEHGW-02","rds","logoff"
"26/11/2021 16:16:42","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logon"
"26/11/2021 16:16:23","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logoff"
"26/11/2021 16:16:17","CITY_ROAD\THOMPSONN","MEHGW-02","rds","logon"
"26/11/2021 16:15:46","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logoff"
"26/11/2021 16:15:42","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logon"
"26/11/2021 16:15:31","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logoff"
"26/11/2021 16:15:30","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logon"
"26/11/2021 16:15:18","CITY_ROAD\MCEVOYL","MEHGW-02","rds","logoff"
"26/11/2021 16:15:07","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logoff"
"26/11/2021 16:15:04","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logon"
"26/11/2021 16:14:57","CITY_ROAD\RANGINENIA","MEHGW-02","rds","logoff"
"26/11/2021 16:14:35","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logoff"
"26/11/2021 16:14:09","CITY_ROAD\THOMPSONN","MEHGW-01","rds","logon"
"26/11/2021 16:12:42","CITY_ROAD\BaronD","MEHGW-02","rds","logon"
"26/11/2021 16:07:50","CITY_ROAD\JAYCOCKSL","MEHGW-01","rds","logoff"
"26/11/2021 16:07:10","CITY_ROAD\HusseinA","MEHGW-02","rds","logoff"
"26/11/2021 16:05:15","CITY_ROAD\RUNGAND","MEHGW-02","rds","logoff"
"26/11/2021 16:05:00","CITY_ROAD\HussainR","MEHGW-02","rds","logoff"
"26/11/2021 16:02:57","CITY_ROAD\BaronD","MEHGW-01","rds","logoff"
"26/11/2021 15:59:30","CITY_ROAD\ALISON","MEHGW-01","rds","logoff"
"26/11/2021 15:59:06","CITY_ROAD\AddisonP","MEHGW-01","rds","logoff"
"26/11/2021 15:58:48","CITY_ROAD\STEWARTJ","MEHGW-02","rds","logoff"
"26/11/2021 15:57:35","CITY_ROAD\ABS","MEHGW-01","mehfin5","logoff"
"26/11/2021 15:57:07","CITY_ROAD\MACKNEYC","MEHGW-01","rds","logoff"
"26/11/2021 15:56:18","CITY_ROAD\BARRYI","MEHGW-01","M020432","logon"
"26/11/2021 15:56:17","CITY_ROAD\GreyN","MEHGW-01","M015383","logoff"
"26/11/2021 15:52:01","CITY_ROAD\BOSTONH","MEHGW-01","rds","logoff"
"26/11/2021 15:49:43","CITY_ROAD\JenahiM","MEHGW-01","rds","logoff"
"26/11/2021 15:48:12","CITY_ROAD\BaronD","MEHGW-01","rds","logon"
"26/11/2021 15:48:12","CITY_ROAD\BaronD","MEHGW-01","rds","logoff"
"26/11/2021 15:47:50","CITY_ROAD\BaronD","MEHGW-01","rds","logon"
"26/11/2021 15:42:22","CITY_ROAD\CHARNLEYA","MEHGW-02","rds","logoff"
"26/11/2021 15:41:46","CITY_ROAD\DUNCANC","MEHGW-02","rds","logoff"
"26/11/2021 15:40:50","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logon"
"26/11/2021 15:40:23","CITY_ROAD\LUIS","MEHGW-02","rds","logoff"
"26/11/2021 15:39:35","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logoff"
"26/11/2021 15:39:11","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logon"
"26/11/2021 15:37:26","CITY_ROAD\JENGM","MEHGW-01","rds","logoff"
"26/11/2021 15:35:30","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logoff"
"26/11/2021 15:35:26","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logon"
"26/11/2021 15:32:57","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logoff"
"26/11/2021 15:32:54","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logon"
"26/11/2021 15:32:25","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logoff"
"26/11/2021 15:32:23","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logon"
"26/11/2021 15:31:46","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logoff"
"26/11/2021 15:31:41","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logon"
"26/11/2021 15:30:24","CITY_ROAD\RajeT","MEHGW-02","rds","logon"
"26/11/2021 15:30:24","CITY_ROAD\RajeT","MEHGW-02","rds","logoff"
"26/11/2021 15:30:19","CITY_ROAD\RajeT","MEHGW-02","rds","logon"
"26/11/2021 15:30:11","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logoff"
"26/11/2021 15:29:46","CITY_ROAD\ELHAMRIH","MEHGW-02","rds","logon"
"26/11/2021 15:28:22","CITY_ROAD\YeungI","MEHGW-01","rds","logon"
"26/11/2021 15:28:22","CITY_ROAD\YeungI","MEHGW-01","rds","logoff"
"26/11/2021 15:28:12","CITY_ROAD\CHIUF","MEHGW-02","rds","logon"
"26/11/2021 15:28:12","CITY_ROAD\CHIUF","MEHGW-02","rds","logoff"
"26/11/2021 15:28:08","CITY_ROAD\CHIUF","MEHGW-02","rds","logon"
